Date,Firm,To Grade,From Grade,Action,ABV
2012-02-08,Citigroup,Neutral,,main,AGNC
2012-02-08,Jefferies,Buy,,main,AGNC
2012-02-08,Sterne Agee,Neutral,,down,AGNC
2012-03-14,Guggenheim,Neutral,,main,AGNC
2012-05-03,Guggenheim,Neutral,,main,AGNC
2012-05-04,UBS,Buy,,main,AGNC
2012-05-04,UBS,Buy,,main,AGNC
2012-05-04,Deutsche Bank,Hold,,main,AGNC
2012-05-04,Citigroup,Neutral,,main,AGNC
2012-07-12,Stifel Nicolaus,Buy,,main,AGNC
2012-07-18,Wunderlich,Hold,Buy,down,AGNC
2012-07-18,Deutsche Bank,Hold,,main,AGNC
2012-08-03,Credit Suisse,Outperform,,main,AGNC
2012-08-06,Jefferies,Buy,,main,AGNC
2012-08-06,Wunderlich,Hold,,main,AGNC
2012-08-15,Macquarie,Neutral,Outperform,down,AGNC
2012-09-17,Wunderlich,Hold,,main,AGNC
2012-09-18,Jefferies,Hold,Buy,down,AGNC
2012-10-15,Sterne Agee,Buy,Neutral,up,AGNC
2012-10-16,Sterne Agee,Buy,Neutral,up,AGNC
2012-10-31,Wunderlich,Buy,Hold,up,AGNC
2012-11-02,Jefferies,Hold,,main,AGNC
2012-11-02,Compass Point,Buy,,main,AGNC
2012-11-05,Deutsche Bank,Hold,,main,AGNC
2012-11-07,Stifel Nicolaus,Buy,,main,AGNC
2013-01-08,Jefferies,Hold,,main,AGNC
2013-02-11,Jefferies,Hold,,main,AGNC
2013-02-11,Wunderlich,Buy,,main,AGNC
2013-05-03,Credit Suisse,Outperform,,main,AGNC
2013-05-03,Deutsche Bank,Hold,,main,AGNC
2013-05-03,Wunderlich,Buy,,main,AGNC
2013-05-06,Nomura,Neutral,Buy,down,AGNC
2013-06-17,Barclays,Equal-Weight,Overweight,down,AGNC
2013-06-19,Deutsche Bank,Hold,,main,AGNC
2013-07-11,Evercore Partners,Equal-Weight,Overweight,down,AGNC
2013-07-30,Compass Point,Buy,,main,AGNC
2013-07-31,Wunderlich,Hold,,main,AGNC
2013-08-02,Nomura,Neutral,,main,AGNC
2013-09-16,Sandler O'Neill,Sell,Hold,down,AGNC
2013-09-26,JP Morgan,Neutral,,init,AGNC
2013-10-29,Bank of America,Neutral,Buy,down,AGNC
2013-12-05,Goldman Sachs,Sell,,init,AGNC
2013-12-19,Sandler O'Neill,Hold,Sell,up,AGNC
2014-02-05,JP Morgan,Overweight,Neutral,up,AGNC
2014-03-24,Compass Point,Neutral,Buy,down,AGNC
2014-04-16,JP Morgan,Overweight,,main,AGNC
2014-04-29,Deutsche Bank,Hold,,main,AGNC
2014-04-30,Keefe Bruyette & Woods,Outperform,,main,AGNC
2014-06-12,JP Morgan,Overweight,,main,AGNC
2014-07-29,Credit Suisse,Outperform,,main,AGNC
2014-07-29,Wunderlich,Buy,Hold,up,AGNC
2014-07-31,Citigroup,Neutral,,main,AGNC
2014-10-29,Keefe Bruyette & Woods,Outperform,,main,AGNC
2014-11-07,JP Morgan,Overweight,,main,AGNC
2015-02-02,JP Morgan,Overweight,,main,AGNC
2015-02-03,Deutsche Bank,Hold,,main,AGNC
2015-04-29,JP Morgan,Overweight,,main,AGNC
2015-04-29,UBS,Sell,Neutral,down,AGNC
2015-06-17,Bank of America,Underperform,Neutral,down,AGNC
2015-07-07,Wells Fargo,Outperform,Market Perform,up,AGNC
2015-07-29,Barclays,Equal-Weight,,main,AGNC
2015-08-03,Deutsche Bank,Hold,,main,AGNC
2015-08-12,Nomura,Buy,Neutral,up,AGNC
2015-08-13,Compass Point,Buy,Neutral,up,AGNC
2015-10-27,Wunderlich,Hold,Buy,down,AGNC
2015-12-16,Morgan Stanley,Underweight,Equal-Weight,down,AGNC
2016-02-09,Deutsche Bank,Hold,,main,AGNC
2016-06-29,Bank of America,Neutral,Underperform,up,AGNC
2016-07-08,Nomura,Neutral,Buy,down,AGNC
2016-07-18,JP Morgan,Neutral,Overweight,down,AGNC
2016-08-01,Deutsche Bank,Hold,,main,AGNC
2016-08-03,Citigroup,Neutral,,main,AGNC
2016-12-02,Credit Suisse,Neutral,Outperform,down,AGNC
2016-12-08,Compass Point,Neutral,Buy,down,AGNC
2016-12-15,Bank of America,Underperform,Neutral,down,AGNC
2017-04-11,Wells Fargo,Market Perform,Outperform,down,AGNC
2018-02-02,Barclays,Equal-Weight,Equal-Weight,main,AGNC
2018-04-27,Barclays,Equal-Weight,Equal-Weight,main,AGNC
2018-04-27,Maxim Group,Buy,Buy,main,AGNC
2018-07-23,JP Morgan,Neutral,Neutral,main,AGNC
2018-07-27,Maxim Group,Buy,Buy,main,AGNC
